County,Agency,Sworn,Reserve,Dispatcher,Total,Year,Snapshot,SourceFile,Full-Time Sworn
FRESNO COUNTY,FRESNO PD,801.0,19,99,919,2022,Jul,07-2022_clean.csv,
FRESNO COUNTY,FRESNO YOSEMITE INT'L AIRPORT,7.0,0,0,7,2022,Jul,07-2022_clean.csv,
FRESNO COUNTY,HURON PD,11.0,2,4,17,2022,Jul,07-2022_clean.csv,
FRESNO COUNTY,KERMAN PD,26.0,3,0,29,2022,Jul,07-2022_clean.csv,
FRESNO COUNTY,KINGSBURG PD,23.0,6,0,29,2022,Jul,07-2022_clean.csv,
FRESNO COUNTY,MENDOTA PD,11.0,6,0,17,2022,Jul,07-2022_clean.csv,
FRESNO COUNTY,ORANGE COVE PD,13.0,3,0,16,2022,Jul,07-2022_clean.csv,
FRESNO COUNTY,PARLIER PD,18.0,1,0,19,2022,Jul,07-2022_clean.csv,
FRESNO COUNTY,REEDLEY PD,29.0,2,7,38,2022,Jul,07-2022_clean.csv,
FRESNO COUNTY,SANGER PD,36.0,1,0,37,2022,Jul,07-2022_clean.csv,
FRESNO COUNTY,SELMA PD,30.0,0,7,37,2022,Jul,07-2022_clean.csv,
FRESNO COUNTY,STATE CENTER CCD PD,20.0,0,6,26,2022,Jul,07-2022_clean.csv,
GLENN COUNTY,GLENN COUNTY DA,1.0,0,0,1,2022,Jul,07-2022_clean.csv,
GLENN COUNTY,GLENN COUNTY SD/CORONER,42.0,5,7,54,2022,Jul,07-2022_clean.csv,
GLENN COUNTY,ORLAND PD,11.0,0,0,11,2022,Jul,07-2022_clean.csv,
HUMBOLDT COUNTY,ARCATA PD,22.0,0,7,29,2022,Jul,07-2022_clean.csv,
HUMBOLDT COUNTY,CSU HUMBOLDT PD,8.0,2,4,14,2022,Jul,07-2022_clean.csv,
HUMBOLDT COUNTY,EUREKA PD,36.0,3,9,48,2022,Jul,07-2022_clean.csv,
HUMBOLDT COUNTY,FERNDALE PD,6.0,4,0,10,2022,Jul,07-2022_clean.csv,
HUMBOLDT COUNTY,FORTUNA PD,18.0,0,5,23,2022,Jul,07-2022_clean.csv,
HUMBOLDT COUNTY,HUMBOLDT COUNTY DA,10.0,0,0,10,2022,Jul,07-2022_clean.csv,
HUMBOLDT COUNTY,HUMBOLDT COUNTY SD,187.0,12,13,212,2022,Jul,07-2022_clean.csv,
HUMBOLDT COUNTY,HUMBOLDT DEPT WELFARE/INVEST,9.0,0,0,9,2022,Jul,07-2022_clean.csv,
HUMBOLDT COUNTY,RIO DELL PD,5.0,1,0,6,2022,Jul,07-2022_clean.csv,
IMPERIAL COUNTY,BRAWLEY PD,25.0,5,8,38,2022,Jul,07-2022_clean.csv,
IMPERIAL COUNTY,CALEXICO PD,23.0,2,8,33,2022,Jul,07-2022_clean.csv,
IMPERIAL COUNTY,CALIPATRIA PD,5.0,3,0,8,2022,Jul,07-2022_clean.csv,
IMPERIAL COUNTY,EL CENTRO PD,43.0,2,9,54,2022,Jul,07-2022_clean.csv,
IMPERIAL COUNTY,IMPERIAL COUNTY DA,17.0,0,0,17,2022,Jul,07-2022_clean.csv,
IMPERIAL COUNTY,IMPERIAL COUNTY SD,92.0,11,9,112,2022,Jul,07-2022_clean.csv,
IMPERIAL COUNTY,IMPERIAL PD,18.0,0,0,18,2022,Jul,07-2022_clean.csv,
IMPERIAL COUNTY,WESTMORLAND PD,5.0,5,0,10,2022,Jul,07-2022_clean.csv,
INYO COUNTY,BISHOP PD,11.0,4,6,21,2022,Jul,07-2022_clean.csv,
INYO COUNTY,INYO COUNTY DA,3.0,0,0,3,2022,Jul,07-2022_clean.csv,
INYO COUNTY,INYO COUNTY SD,35.0,8,6,49,2022,Jul,07-2022_clean.csv,
KERN COUNTY,ARVIN PD,16.0,2,4,22,2022,Jul,07-2022_clean.csv,
KERN COUNTY,BAKERSFIELD PD,427.0,10,41,478,2022,Jul,07-2022_clean.csv,
KERN COUNTY,BEAR VALLEY PD,6.0,0,0,6,2022,Jul,07-2022_clean.csv,
KERN COUNTY,CALIFORNIA CITY PD,13.0,5,5,23,2022,Jul,07-2022_clean.csv,
KERN COUNTY,CSU BAKERSFIELD DPS,15.0,0,6,21,2022,Jul,07-2022_clean.csv,
KERN COUNTY,DELANO PD,45.0,3,8,56,2022,Jul,07-2022_clean.csv,
KERN COUNTY,KERN COUNTY DA,28.0,0,0,28,2022,Jul,07-2022_clean.csv,
KERN COUNTY,KERN COUNTY-DEPT OF PARKS & REC,5.0,0,0,5,2022,Jul,07-2022_clean.csv,
KERN COUNTY,KERN COUNTY SD,739.0,22,43,804,2022,Jul,07-2022_clean.csv,
KERN COUNTY,KERN HIGH SCHOOL DISTRICT PD,32.0,0,2,34,2022,Jul,07-2022_clean.csv,
KERN COUNTY,MCFARLAND PD,16.0,2,4,22,2022,Jul,07-2022_clean.csv,
KERN COUNTY,RIDGECREST PD,24.0,10,4,38,2022,Jul,07-2022_clean.csv,
KERN COUNTY,SHAFTER PD,29.0,1,8,38,2022,Jul,07-2022_clean.csv,
KERN COUNTY,STALLION SPRINGS PD,5.0,2,0,7,2022,Jul,07-2022_clean.csv,
KERN COUNTY,TAFT PD,12.0,1,5,18,2022,Jul,07-2022_clean.csv,
KERN COUNTY,TEHACHAPI PD,17.0,1,7,25,2022,Jul,07-2022_clean.csv,
KINGS COUNTY,AVENAL PD,15.0,2,0,17,2022,Jul,07-2022_clean.csv,
KINGS COUNTY,CORCORAN PD,18.0,1,8,27,2022,Jul,07-2022_clean.csv,
KINGS COUNTY,HANFORD PD,60.0,0,15,75,2022,Jul,07-2022_clean.csv,
KINGS COUNTY,KINGS COUNTY DA,13.0,0,0,13,2022,Jul,07-2022_clean.csv,
KINGS COUNTY,KINGS COUNTY SHERIFF'S OFFICE,197.0,4,15,216,2022,Jul,07-2022_clean.csv,
KINGS COUNTY,"KINGS COUNTY-HUMAN SVCS,WELFARE FD",4.0,0,0,4,2022,Jul,07-2022_clean.csv,
KINGS COUNTY,LEMOORE PD,32.0,4,0,36,2022,Jul,07-2022_clean.csv,
LAKE COUNTY,CLEARLAKE PD,21.0,0,6,27,2022,Jul,07-2022_clean.csv,
LAKE COUNTY,LAKE COUNTY DA,7.0,0,0,7,2022,Jul,07-2022_clean.csv,
LAKE COUNTY,LAKE COUNTY SD,90.0,1,6,97,2022,Jul,07-2022_clean.csv,
LAKE COUNTY,LAKEPORT PD,9.0,2,0,11,2022,Jul,07-2022_clean.csv,
LASSEN COUNTY,LASSEN COUNTY DA,2.0,0,0,2,2022,Jul,07-2022_clean.csv,
LASSEN COUNTY,LASSEN COUNTY SD,52.0,3,6,61,2022,Jul,07-2022_clean.csv,
LASSEN COUNTY,SUSANVILLE PD,15.0,3,0,18,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,ALHAMBRA PD,77.0,2,12,91,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,ARCADIA PD,63.0,5,9,77,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,AZUSA PD,54.0,2,9,65,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,BALDWIN PARK PD,58.0,0,10,68,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,BELL GARDENS PD,45.0,1,7,53,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,BELL PD,30.0,3,4,37,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,BEVERLY HILLS PD,132.0,8,20,160,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,BURBANK AIRPORT AUTH PD,39.0,0,0,39,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,BURBANK PD,149.0,12,19,180,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,CA DEPT INDUSTRIAL RELATIONS,3.0,0,0,3,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,CERRITOS CCD PD,12.0,0,0,12,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,CLAREMONT PD,36.0,4,8,48,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,COMPTON CCD PD,6.0,0,2,8,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,COMPTON UNIF SCH DIST PD,15.0,0,0,15,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,COVINA PD,58.0,1,5,64,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,CSU DOMINGUEZ HILLS PD,17.0,0,8,25,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,CSU LONG BEACH PD,19.0,0,8,27,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,CSU LOS ANGELES DPS,18.0,0,4,22,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,CSU NORTHRIDGE DEPT POLICE SVS,16.0,0,5,21,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,CSU POMONA DPS,19.0,0,6,25,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,CULVER CITY PD,100.0,13,0,113,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,DOWNEY PD,112.0,0,14,126,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,EL CAMINO CCD PD,12.0,1,4,17,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,EL MONTE PD,108.0,3,15,126,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,EL SEGUNDO PD,56.0,0,0,56,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,GARDENA PD,85.0,3,0,88,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,GLENDALE CCD PD,9.0,0,0,9,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,GLENDALE PD,235.0,12,23,270,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,GLENDORA PD,49.0,3,10,62,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,HACIENDA LA PUENTE USD,5.0,0,0,5,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,HAWTHORNE PD,90.0,2,0,92,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,HERMOSA BEACH PD,38.0,1,0,39,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,HUNTINGTON PARK PD,51.0,4,9,64,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,INGLEWOOD PD,174.0,0,21,195,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,IRWINDALE PD,30.0,2,6,38,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,LA VERNE PD,41.0,3,8,52,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,LONG BEACH DISASTER/EMERG COMM,0.0,0,46,46,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,LONG BEACH PD,724.0,21,0,745,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES CITY PARK RANGER,25.0,0,0,25,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES COUNTY CORONER,54.0,0,0,54,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES COUNTY DA,208.0,0,0,208,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES COUNTY SD,9262.0,482,455,10199,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES PD,9299.0,393,614,10306,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES PORT PD,129.0,0,8,137,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES SCHOOL PD,233.0,0,0,233,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,LOS ANGELES WORLD AIRPORTS PD,464.0,0,0,464,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,MANHATTAN BEACH PD,58.0,1,0,59,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,MONROVIA PD,46.0,0,12,58,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,MONTEBELLO PD,64.0,6,6,76,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,MONTEBELLO UNIFIED SCHOOL DIST,2.0,0,0,2,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,MONTEREY PARK PD,70.0,10,12,92,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,PALOS VERDES ESTATES PD,19.0,5,7,31,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,PASADENA CITY CCD PD,10.0,0,10,20,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,PASADENA PD,215.0,7,30,252,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,POMONA PD,151.0,6,28,185,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,REDONDO BEACH PD,85.0,10,10,105,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,SAN FERNANDO PD,29.0,15,8,52,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,SAN GABRIEL PD,43.0,3,6,52,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,SAN MARINO PD,30.0,0,6,36,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,SANTA MONICA CCD PD,15.0,0,6,21,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,SANTA MONICA OFFICE EMER MGT,0.0,0,27,27,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,SANTA MONICA PD,201.0,0,0,201,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,SIERRA MADRE PD,17.0,5,9,31,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,SIGNAL HILL PD,31.0,0,5,36,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,SOUTH BAY REG PUB COMM AUTH,0.0,0,50,50,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,SOUTH GATE PD,72.0,1,10,83,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,SOUTH PASADENA PD,31.0,2,8,41,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,TORRANCE PD,200.0,0,22,222,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,UC LOS ANGELES PD,59.0,0,14,73,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,VERNON PD,42.0,1,7,50,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,WEST COVINA PD,97.0,4,16,117,2022,Jul,07-2022_clean.csv,
LOS ANGELES COUNTY,WHITTIER PD,124.0,1,13,138,2022,Jul,07-2022_clean.csv,
MADERA COUNTY,CHOWCHILLA PD,19.0,1,7,27,2022,Jul,07-2022_clean.csv,
MADERA COUNTY,MADERA COUNTY DA,9.0,0,0,9,2022,Jul,07-2022_clean.csv,
MADERA COUNTY,MADERA COUNTY SD,111.0,24,11,146,2022,Jul,07-2022_clean.csv,
MADERA COUNTY,MADERA PD,63.0,1,12,76,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,BELVEDERE PD,6.0,1,0,7,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,CENTRAL MARIN POLICE AUTHORITY,39.0,2,1,42,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,FAIRFAX PD,10.0,1,4,15,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,MARIN CCD PD,5.0,0,0,5,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,MARIN COUNTY DA,10.0,0,0,10,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,MARIN COUNTY HEALTH & HUMAN SVCS,4.0,0,0,4,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,MARIN COUNTY SD,188.0,0,40,228,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,MARIN MUNCPL WATER DIST,6.0,0,0,6,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,MILL VALLEY PD,20.0,1,0,21,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,NOVATO PD,54.0,0,10,64,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,ROSS PD,5.0,1,0,6,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,SAN RAFAEL PD,67.0,2,19,88,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,SAUSALITO PD,17.0,0,0,17,2022,Jul,07-2022_clean.csv,
MARIN COUNTY,TIBURON PD,12.0,4,0,16,2022,Jul,07-2022_clean.csv,
MARIPOSA COUNTY,MARIPOSA COUNTY DA,1.0,0,0,1,2022,Jul,07-2022_clean.csv,
MARIPOSA COUNTY,MARIPOSA COUNTY SD,62.0,12,0,74,2022,Jul,07-2022_clean.csv,
MENDOCINO COUNTY,FORT BRAGG PD,15.0,0,0,15,2022,Jul,07-2022_clean.csv,
MENDOCINO COUNTY,MENDOCINO COUNTY DA,7.0,0,0,7,2022,Jul,07-2022_clean.csv,
MENDOCINO COUNTY,MENDOCINO COUNTY HEALTH/HUMAN SVCS,6.0,0,0,6,2022,Jul,07-2022_clean.csv,
MENDOCINO COUNTY,MENDOCINO COUNTY SD,113.0,3,13,129,2022,Jul,07-2022_clean.csv,
MENDOCINO COUNTY,UKIAH PD,24.0,0,11,35,2022,Jul,07-2022_clean.csv,
MENDOCINO COUNTY,WILLITS PD,8.0,0,4,12,2022,Jul,07-2022_clean.csv,
MERCED COUNTY,ATWATER PD,24.0,3,5,32,2022,Jul,07-2022_clean.csv,
MERCED COUNTY,DOS PALOS PD,10.0,3,4,17,2022,Jul,07-2022_clean.csv,
MERCED COUNTY,GUSTINE PD,7.0,8,0,15,2022,Jul,07-2022_clean.csv,
MERCED COUNTY,LIVINGSTON PD,17.0,2,8,27,2022,Jul,07-2022_clean.csv,
MERCED COUNTY,LOS BANOS PD,38.0,1,11,50,2022,Jul,07-2022_clean.csv,
MERCED COUNTY,MERCED CCD PD,5.0,0,0,5,2022,Jul,07-2022_clean.csv,
MERCED COUNTY,MERCED COUNTY DA,9.0,0,0,9,2022,Jul,07-2022_clean.csv,
MERCED COUNTY,MERCED COUNTY SD,118.0,39,14,171,2022,Jul,07-2022_clean.csv,
MERCED COUNTY,MERCED PD,90.0,5,14,109,2022,Jul,07-2022_clean.csv,
MERCED COUNTY,UC MERCED PD,17.0,0,7,24,2022,Jul,07-2022_clean.csv,
MODOC COUNTY,ALTURAS PD,7.0,0,0,7,2022,Jul,07-2022_clean.csv,
MODOC COUNTY,MODOC COUNTY SD,11.0,1,6,18,2022,Jul,07-2022_clean.csv,
MONO COUNTY,MAMMOTH LAKES PD,14.0,0,0,14,2022,Jul,07-2022_clean.csv,
MONO COUNTY,MONO COUNTY DA,2.0,0,0,2,2022,Jul,07-2022_clean.csv,
MONO COUNTY,MONO COUNTY SD,36.0,0,14,50,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,CARMEL PD,12.0,0,3,15,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,CSU MONTEREY BAY PD,16.0,0,0,16,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,DEL REY OAKS PD,11.0,8,0,19,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,GONZALES PD,12.0,0,0,12,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,GREENFIELD PD,19.0,0,0,19,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,KING CITY PD,17.0,0,0,17,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,MARINA PD,29.0,0,0,29,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,MONTEREY COUNTY DA,26.0,0,0,26,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,MONTEREY COUNTY EMER COMM,0.0,0,62,62,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,MONTEREY COUNTY SHERIFF'S OFFICE,277.0,4,0,281,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,MONTEREY PD,48.0,1,0,49,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,PACIFIC GROVE PD,21.0,0,0,21,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,SALINAS PD,138.0,0,0,138,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,SAND CITY PD,10.0,2,0,12,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,SEASIDE PD,28.0,0,0,28,2022,Jul,07-2022_clean.csv,
MONTEREY COUNTY,SOLEDAD PD,18.0,4,0,22,2022,Jul,07-2022_clean.csv,
NAPA COUNTY,CALISTOGA PD,11.0,0,7,18,2022,Jul,07-2022_clean.csv,
NAPA COUNTY,NAPA COUNTY DA,12.0,0,0,12,2022,Jul,07-2022_clean.csv,
NAPA COUNTY,NAPA COUNTY SD,103.0,0,0,103,2022,Jul,07-2022_clean.csv,
NAPA COUNTY,NAPA PD,64.0,0,25,89,2022,Jul,07-2022_clean.csv,
NAPA COUNTY,NAPA VALLEY COLLEGE DPS,5.0,0,0,5,2022,Jul,07-2022_clean.csv,
NAPA COUNTY,SAINT HELENA PD,12.0,1,6,19,2022,Jul,07-2022_clean.csv,
NEVADA COUNTY,GRASS VALLEY PD,27.0,5,0,32,2022,Jul,07-2022_clean.csv,
NEVADA COUNTY,NEVADA CITY PD,10.0,3,0,13,2022,Jul,07-2022_clean.csv,
NEVADA COUNTY,NEVADA COUNTY DA,5.0,0,0,5,2022,Jul,07-2022_clean.csv,
NEVADA COUNTY,NEVADA COUNTY SD,62.0,3,13,78,2022,Jul,07-2022_clean.csv,
NEVADA COUNTY,TRUCKEE PD,22.0,0,0,22,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,ANAHEIM PD,369.0,23,31,423,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,BREA PD,57.0,0,12,69,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,BUENA PARK PD,79.0,4,14,97,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,COAST CCD PD,1.0,0,0,1,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,COSTA MESA PD,130.0,3,26,159,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,CSU FULLERTON PD,24.0,0,9,33,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,CYPRESS PD,52.0,0,0,52,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,FOUNTAIN VALLEY PD,61.0,0,11,72,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,FULLERTON PD,114.0,2,13,129,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,GARDEN GROVE PD,172.0,8,21,201,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,HUNTINGTON BEACH PD,204.0,2,21,227,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,IRVINE PD,225.0,1,21,247,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,IRVINE VALLEY CCD PD,9.0,0,5,14,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,LA HABRA PD,70.0,6,15,91,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,LA PALMA PD,20.0,5,7,32,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,LAGUNA BEACH PD,54.0,3,14,71,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,LOS ALAMITOS PD,21.0,2,0,23,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,NEWPORT BEACH PD,134.0,2,18,154,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,ORANGE COUNTY DA,172.0,0,0,172,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,ORANGE COUNTY SD/CORONER,1862.0,104,47,2013,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,ORANGE PD,153.0,4,18,175,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,PLACENTIA PD,47.0,1,0,48,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,PLACENTIA PUBLIC SAFETY COMM,0.0,0,12,12,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,SADDLEBACK CCD PD,6.0,0,2,8,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,SANTA ANA PD,350.0,4,37,391,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,SANTA ANA UNIF SCHL DIST PD,24.0,0,0,24,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,SEAL BEACH PD,40.0,0,0,40,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,TUSTIN PD,96.0,5,13,114,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,UC IRVINE PD,46.0,0,8,54,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,WEST CITIES COMM CTR,0.0,0,18,18,2022,Jul,07-2022_clean.csv,
ORANGE COUNTY,WESTMINSTER PD,82.0,4,12,98,2022,Jul,07-2022_clean.csv,
PLACER COUNTY,AUBURN PD,21.0,3,7,31,2022,Jul,07-2022_clean.csv,
PLACER COUNTY,LINCOLN PD,27.0,0,8,35,2022,Jul,07-2022_clean.csv,
PLACER COUNTY,PLACER COUNTY DA,19.0,0,0,19,2022,Jul,07-2022_clean.csv,
PLACER COUNTY,PLACER COUNTY SD,247.0,83,24,354,2022,Jul,07-2022_clean.csv,
PLACER COUNTY,ROCKLIN PD,60.0,2,14,76,2022,Jul,07-2022_clean.csv,
PLACER COUNTY,ROSEVILLE PD,129.0,2,23,154,2022,Jul,07-2022_clean.csv,
PLACER COUNTY,UNION PACIFIC RAILROAD,31.0,0,0,31,2022,Jul,07-2022_clean.csv,
PLUMAS COUNTY,PLUMAS COUNTY SD,30.0,4,7,41,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,BANNING PD,33.0,2,8,43,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,BEAUMONT PD,50.0,0,12,62,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,BLYTHE PD,20.0,0,7,27,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,CATHEDRAL CITY PD,50.0,1,18,69,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,CORONA PD,152.0,0,19,171,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,DESERT HOT SPRINGS PD,29.0,1,6,36,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,HEMET PD,62.0,0,11,73,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,INDIO PD,61.0,0,12,73,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,MENIFEE PD,76.0,1,0,77,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,MURRIETA PD,99.0,2,39,140,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,PALM SPRINGS PD,98.0,2,16,116,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,RIVERSIDE CCD PD,18.0,0,0,18,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,RIVERSIDE COUNTY DA,119.0,0,2,121,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,RIVERSIDE COUNTY PUBLIC SOCIAL SER,22.0,0,0,22,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,RIVERSIDE COUNTY SD,2802.0,33,157,2992,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,RIVERSIDE PD,349.0,0,53,402,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,UC RIVERSIDE PD,24.0,0,5,29,2022,Jul,07-2022_clean.csv,
RIVERSIDE COUNTY,VAL VERDE UNIF SCH DIST PD,6.0,7,0,13,2022,Jul,07-2022_clean.csv,
