County,Agency,Sworn,Reserve,Dispatcher,Total,Year,Snapshot,SourceFile,Full-Time Sworn
SAN DIEGO COUNTY,CSU SAN DIEGO DPS,27.0,0,9,36,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,CSU SAN MARCOS DPS,19.0,0,7,26,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,EL CAJON PD,112.0,24,19,155,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,ESCONDIDO PD,155.0,10,24,189,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,LA MESA PD,67.0,2,20,89,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,MIRA COSTA CCD PD,9.0,0,4,13,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,NATIONAL CITY PD,86.0,6,15,107,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,OCEANSIDE PD,207.0,1,26,234,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,PALOMAR CCD PD,9.0,2,0,11,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,SAN DIEGO CCD PD,35.0,0,9,44,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,SAN DIEGO CITY SCHOOLS PD,38.0,0,8,46,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,SAN DIEGO COUNTY DA,125.0,1,0,126,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,SAN DIEGO COUNTY SD,2685.0,76,151,2912,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,"SAN DIEGO HARBOR PD, PORT OF",127.0,0,13,140,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,SAN DIEGO PD,1748.0,64,175,1987,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,SOUTHWESTERN CCD PD,10.0,0,0,10,2018,Jan,01-2018_clean.csv,
SAN DIEGO COUNTY,UC SAN DIEGO PD,37.0,0,9,46,2018,Jan,01-2018_clean.csv,
SAN FRANCISCO COUNTY,CSU SAN FRANCISCO PD,27.0,0,4,31,2018,Jan,01-2018_clean.csv,
SAN FRANCISCO COUNTY,SAN FRAN INT'L AIRPORT COMM,0.0,0,35,35,2018,Jan,01-2018_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO CCD PD,25.0,0,1,26,2018,Jan,01-2018_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO COUNTY DA,35.0,0,0,35,2018,Jan,01-2018_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO COUNTY MED EXAM,12.0,0,0,12,2018,Jan,01-2018_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO COUNTY SD,822.0,0,0,822,2018,Jan,01-2018_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO DEPT EMER MGT,0.0,0,211,211,2018,Jan,01-2018_clean.csv,
SAN FRANCISCO COUNTY,SAN FRANCISCO PD,2245.0,33,0,2278,2018,Jan,01-2018_clean.csv,
SAN FRANCISCO COUNTY,SUPREME COURT OF CALIFORNIA,1.0,0,0,1,2018,Jan,01-2018_clean.csv,
SAN FRANCISCO COUNTY,UC SAN FRANCISCO PD,50.0,0,12,62,2018,Jan,01-2018_clean.csv,
SAN JOAQUIN COUNTY,ESCALON PD,9.0,12,0,21,2018,Jan,01-2018_clean.csv,
SAN JOAQUIN COUNTY,LODI PD,66.0,5,17,88,2018,Jan,01-2018_clean.csv,
SAN JOAQUIN COUNTY,MANTECA PD,60.0,6,11,77,2018,Jan,01-2018_clean.csv,
SAN JOAQUIN COUNTY,RIPON PD,22.0,1,3,26,2018,Jan,01-2018_clean.csv,
SAN JOAQUIN COUNTY,SAN JOAQUIN COUNTY DA,32.0,0,0,32,2018,Jan,01-2018_clean.csv,
SAN JOAQUIN COUNTY,SAN JOAQUIN COUNTY SD,316.0,6,30,352,2018,Jan,01-2018_clean.csv,
SAN JOAQUIN COUNTY,SAN JOAQUIN DELTA COLLEGE PD,11.0,1,7,19,2018,Jan,01-2018_clean.csv,
SAN JOAQUIN COUNTY,STOCKTON PD,433.0,35,53,521,2018,Jan,01-2018_clean.csv,
SAN JOAQUIN COUNTY,STOCKTON UNIF SCHL DIST PD,29.0,1,8,38,2018,Jan,01-2018_clean.csv,
SAN JOAQUIN COUNTY,TRACY PD,86.0,0,14,100,2018,Jan,01-2018_clean.csv,
SAN LUIS OBISPO COUNTY,ARROYO GRANDE PD,23.0,2,0,25,2018,Jan,01-2018_clean.csv,
SAN LUIS OBISPO COUNTY,ATASCADERO PD,28.0,0,6,34,2018,Jan,01-2018_clean.csv,
SAN LUIS OBISPO COUNTY,CPSU SAN LUIS OBISPO PD,19.0,0,8,27,2018,Jan,01-2018_clean.csv,
SAN LUIS OBISPO COUNTY,CUESTA CCD DPS,7.0,0,0,7,2018,Jan,01-2018_clean.csv,
SAN LUIS OBISPO COUNTY,GROVER BEACH PD,18.0,1,7,26,2018,Jan,01-2018_clean.csv,
SAN LUIS OBISPO COUNTY,MORRO BAY PD,17.0,0,0,17,2018,Jan,01-2018_clean.csv,
SAN LUIS OBISPO COUNTY,PASO ROBLES PD,33.0,3,9,45,2018,Jan,01-2018_clean.csv,
SAN LUIS OBISPO COUNTY,PISMO BEACH PD,22.0,1,7,30,2018,Jan,01-2018_clean.csv,
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO COUNTY DA,13.0,0,0,13,2018,Jan,01-2018_clean.csv,
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO COUNTY SD,286.0,10,21,317,2018,Jan,01-2018_clean.csv,
SAN LUIS OBISPO COUNTY,SAN LUIS OBISPO PD,55.0,1,12,68,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,ATHERTON PD,19.0,4,10,33,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,BELMONT PD,29.0,1,9,39,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,BRISBANE PD,15.0,0,0,15,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,BROADMOOR PD,9.0,18,0,27,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,BURLINGAME PD,38.0,2,15,55,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,COLMA PD,19.0,0,5,24,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,DALY CITY PD,98.0,0,1,99,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,EAST PALO ALTO PD,36.0,0,0,36,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,FOSTER CITY PD,35.0,3,11,49,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,HILLSBOROUGH PD,27.0,1,6,34,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,MENLO PARK PD,44.0,2,14,60,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,PACIFICA PD,32.0,5,0,37,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,REDWOOD CITY PD,86.0,5,20,111,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,SAN BRUNO PD,47.0,7,8,62,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,SAN MATEO COUNTY CORONER,9.0,0,0,9,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,SAN MATEO COUNTY DA,16.0,0,0,16,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,SAN MATEO COUNTY PUB SFTY COMM CTR,0.0,0,70,70,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,SAN MATEO COUNTY SD,334.0,46,0,380,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,SAN MATEO PD,106.0,5,24,135,2018,Jan,01-2018_clean.csv,
SAN MATEO COUNTY,SOUTH SAN FRANCISCO PD,80.0,6,17,103,2018,Jan,01-2018_clean.csv,
SANTA BARBARA COUNTY,ALLAN HANCOCK CCD PD,3.0,1,1,5,2018,Jan,01-2018_clean.csv,
SANTA BARBARA COUNTY,GUADALUPE PD,12.0,1,0,13,2018,Jan,01-2018_clean.csv,
SANTA BARBARA COUNTY,LOMPOC PD,45.0,1,7,53,2018,Jan,01-2018_clean.csv,
SANTA BARBARA COUNTY,SANTA BARBARA COUNTY DA,14.0,0,0,14,2018,Jan,01-2018_clean.csv,
SANTA BARBARA COUNTY,SANTA BARBARA COUNTY SD,451.0,33,32,516,2018,Jan,01-2018_clean.csv,
SANTA BARBARA COUNTY,SANTA BARBARA PD,133.0,11,19,163,2018,Jan,01-2018_clean.csv,
SANTA BARBARA COUNTY,SANTA MARIA PD,118.0,1,19,138,2018,Jan,01-2018_clean.csv,
SANTA BARBARA COUNTY,UC SANTA BARBARA PD,41.0,0,7,48,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,CAMPBELL PD,44.0,11,12,67,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,CSU SAN JOSE PD,31.0,1,7,39,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,FOOTHILL-DEANZA CCD PD,14.0,0,0,14,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,GILROY PD,61.0,5,12,78,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,LOS ALTOS PD,30.0,3,9,42,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,LOS GATOS PD,37.0,7,7,51,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,MILPITAS PD,81.0,0,13,94,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,MORGAN HILL PD,39.0,3,10,52,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,MOUNTAIN VIEW EMERG COMM (OBS),0.0,0,15,15,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,MOUNTAIN VIEW PD,88.0,13,0,101,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,PALO ALTO PD,76.0,6,20,102,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,SAN JOSE PD,914.0,85,151,1150,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,SAN JOSE UNIF SCHL DIST PD,1.0,0,0,1,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,SAN JOSE/EVERGREEN CCD PD,7.0,5,0,12,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,SANTA CLARA COUNTY COMM DEPT,0.0,0,83,83,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,SANTA CLARA COUNTY DA,80.0,0,0,80,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,SANTA CLARA COUNTY DA-WELFARE FRD,1.0,0,0,1,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,SANTA CLARA COUNTY SD,1196.0,62,0,1258,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,SANTA CLARA PD,145.0,163,26,334,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,SUNNYVALE DPS,194.0,0,21,215,2018,Jan,01-2018_clean.csv,
SANTA CLARA COUNTY,WEST VALLEY CCD PD,8.0,1,0,9,2018,Jan,01-2018_clean.csv,
SANTA CRUZ COUNTY,CAPITOLA PD,20.0,2,0,22,2018,Jan,01-2018_clean.csv,
SANTA CRUZ COUNTY,SANTA CRUZ COUNTY DA,13.0,0,0,13,2018,Jan,01-2018_clean.csv,
SANTA CRUZ COUNTY,SANTA CRUZ COUNTY SD,142.0,16,0,158,2018,Jan,01-2018_clean.csv,
SANTA CRUZ COUNTY,SANTA CRUZ PD,87.0,1,0,88,2018,Jan,01-2018_clean.csv,
SANTA CRUZ COUNTY,SCOTTS VALLEY PD,17.0,6,6,29,2018,Jan,01-2018_clean.csv,
SANTA CRUZ COUNTY,UC SANTA CRUZ PD,20.0,0,9,29,2018,Jan,01-2018_clean.csv,
SANTA CRUZ COUNTY,WATSONVILLE PD,63.0,1,0,64,2018,Jan,01-2018_clean.csv,
SHASTA COUNTY,ANDERSON PD,20.0,0,0,20,2018,Jan,01-2018_clean.csv,
SHASTA COUNTY,REDDING PD,104.0,1,0,105,2018,Jan,01-2018_clean.csv,
SHASTA COUNTY,SHASTA AREA SAFETY COMM AGCY,0.0,0,38,38,2018,Jan,01-2018_clean.csv,
SHASTA COUNTY,SHASTA COUNTY DA,12.0,0,0,12,2018,Jan,01-2018_clean.csv,
SHASTA COUNTY,SHASTA COUNTY MARSHAL,22.0,0,2,24,2018,Jan,01-2018_clean.csv,
SHASTA COUNTY,SHASTA COUNTY SD,127.0,5,0,132,2018,Jan,01-2018_clean.csv,
SIERRA COUNTY,SIERRA COUNTY SHERIFF'S OFFICE,8.0,2,0,10,2018,Jan,01-2018_clean.csv,
SISKIYOU COUNTY,ETNA PD,2.0,3,0,5,2018,Jan,01-2018_clean.csv,
SISKIYOU COUNTY,LAKE SHASTINA DISTRICT PD,5.0,0,0,5,2018,Jan,01-2018_clean.csv,
SISKIYOU COUNTY,MOUNT SHASTA PD,8.0,2,3,13,2018,Jan,01-2018_clean.csv,
SISKIYOU COUNTY,SISKIYOU COUNTY DA,3.0,0,0,3,2018,Jan,01-2018_clean.csv,
SISKIYOU COUNTY,SISKIYOU COUNTY SD,64.0,4,9,77,2018,Jan,01-2018_clean.csv,
SISKIYOU COUNTY,TULELAKE PD,2.0,0,0,2,2018,Jan,01-2018_clean.csv,
SISKIYOU COUNTY,WEED PD,9.0,2,6,17,2018,Jan,01-2018_clean.csv,
SISKIYOU COUNTY,YREKA PD,14.0,0,6,20,2018,Jan,01-2018_clean.csv,
SOLANO COUNTY,BENICIA PD,32.0,1,17,50,2018,Jan,01-2018_clean.csv,
SOLANO COUNTY,CSU CAL MARITIME ACADEMY PD,10.0,0,0,10,2018,Jan,01-2018_clean.csv,
SOLANO COUNTY,DIXON PD,24.0,0,0,24,2018,Jan,01-2018_clean.csv,
SOLANO COUNTY,FAIRFIELD PD,112.0,0,25,137,2018,Jan,01-2018_clean.csv,
SOLANO COUNTY,RIO VISTA PD,10.0,2,0,12,2018,Jan,01-2018_clean.csv,
SOLANO COUNTY,SOLANO COUNTY DA,12.0,0,0,12,2018,Jan,01-2018_clean.csv,
SOLANO COUNTY,SOLANO COUNTY SD,154.0,11,18,183,2018,Jan,01-2018_clean.csv,
SOLANO COUNTY,SOLANO COUNTY SPECIAL INV BUREAU,8.0,0,0,8,2018,Jan,01-2018_clean.csv,
SOLANO COUNTY,SUISUN CITY PD,25.0,3,7,35,2018,Jan,01-2018_clean.csv,
SOLANO COUNTY,VACAVILLE PD,103.0,3,19,125,2018,Jan,01-2018_clean.csv,
SOLANO COUNTY,VALLEJO PD,109.0,3,21,133,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,CLOVERDALE PD,13.0,1,7,21,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,COTATI PD,10.0,0,6,16,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,CSU SONOMA PD,14.0,0,4,18,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,HEALDSBURG PD,18.0,0,6,24,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,PETALUMA PD,61.0,0,14,75,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,ROHNERT PARK DPS,62.0,0,12,74,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,SANTA ROSA PD,171.0,0,30,201,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,SEBASTOPOL PD,14.0,9,6,29,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,SONOMA COUNTY DA,13.0,0,0,13,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,"SONOMA COUNTY HUM SRV,WLF FRD INV",6.0,0,0,6,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,SONOMA COUNTY JR COLLEGE DIST PD,13.0,0,7,20,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,SONOMA COUNTY SHERIFF'S OFFICE,447.0,1,28,476,2018,Jan,01-2018_clean.csv,
SONOMA COUNTY,SONOMA-MARIN AREA RAIL TRANSIT,1.0,0,0,1,2018,Jan,01-2018_clean.csv,
STANISLAUS COUNTY,CERES DPS,46.0,2,9,57,2018,Jan,01-2018_clean.csv,
STANISLAUS COUNTY,CSU STANISLAUS DPS,11.0,0,2,13,2018,Jan,01-2018_clean.csv,
STANISLAUS COUNTY,MODESTO PD,209.0,15,0,224,2018,Jan,01-2018_clean.csv,
STANISLAUS COUNTY,NEWMAN PD,11.0,4,0,15,2018,Jan,01-2018_clean.csv,
STANISLAUS COUNTY,OAKDALE PD,22.0,6,9,37,2018,Jan,01-2018_clean.csv,
STANISLAUS COUNTY,STANISLAUS COUNTY DA,17.0,0,0,17,2018,Jan,01-2018_clean.csv,
STANISLAUS COUNTY,STANISLAUS COUNTY SD,489.0,30,1,520,2018,Jan,01-2018_clean.csv,
STANISLAUS COUNTY,STANISLAUS REGIONAL 9-1-1,1.0,0,52,53,2018,Jan,01-2018_clean.csv,
STANISLAUS COUNTY,TURLOCK PD,74.0,0,13,87,2018,Jan,01-2018_clean.csv,
SUTTER COUNTY,SUTTER COUNTY DA,7.0,0,0,7,2018,Jan,01-2018_clean.csv,
SUTTER COUNTY,SUTTER COUNTY SD,105.0,23,12,140,2018,Jan,01-2018_clean.csv,
SUTTER COUNTY,YUBA CITY PD,56.0,4,10,70,2018,Jan,01-2018_clean.csv,
SUTTER COUNTY,CORNING PD,13.0,0,5,18,2018,Jan,01-2018_clean.csv,
SUTTER COUNTY,RED BLUFF PD,26.0,0,7,33,2018,Jan,01-2018_clean.csv,
SUTTER COUNTY,TEHAMA COUNTY DA,7.0,0,0,7,2018,Jan,01-2018_clean.csv,
SUTTER COUNTY,TEHAMA COUNTY SD,90.0,5,9,104,2018,Jan,01-2018_clean.csv,
TRINITY COUNTY,TRINITY COUNTY DIST ATTORNEY,1.0,0,0,1,2018,Jan,01-2018_clean.csv,
TRINITY COUNTY,TRINITY COUNTY MARSHAL,3.0,0,0,3,2018,Jan,01-2018_clean.csv,
TRINITY COUNTY,TRINITY COUNTY SD,19.0,5,2,26,2018,Jan,01-2018_clean.csv,
TULARE COUNTY,COLLEGE OF THE SEQUOIAS PD,6.0,2,0,8,2018,Jan,01-2018_clean.csv,
TULARE COUNTY,DINUBA PD,36.0,3,6,45,2018,Jan,01-2018_clean.csv,
TULARE COUNTY,EXETER PD,16.0,5,1,22,2018,Jan,01-2018_clean.csv,
TULARE COUNTY,FARMERSVILLE PD,12.0,0,1,13,2018,Jan,01-2018_clean.csv,
TULARE COUNTY,LINDSAY DPS,15.0,5,4,24,2018,Jan,01-2018_clean.csv,
TULARE COUNTY,PORTERVILLE PD,54.0,4,14,72,2018,Jan,01-2018_clean.csv,
TULARE COUNTY,TULARE COUNTY DA,40.0,0,0,40,2018,Jan,01-2018_clean.csv,
TULARE COUNTY,TULARE COUNTY SD,534.0,25,28,587,2018,Jan,01-2018_clean.csv,
TULARE COUNTY,TULARE PD,72.0,0,13,85,2018,Jan,01-2018_clean.csv,
TULARE COUNTY,VISALIA PD,140.0,2,24,166,2018,Jan,01-2018_clean.csv,
TULARE COUNTY,WOODLAKE PD,11.0,0,0,11,2018,Jan,01-2018_clean.csv,
TUOLUMNE COUNTY,SONORA PD,10.0,0,6,16,2018,Jan,01-2018_clean.csv,
TUOLUMNE COUNTY,TUOLUMNE COUNTY DA,2.0,0,0,2,2018,Jan,01-2018_clean.csv,
TUOLUMNE COUNTY,TUOLUMNE COUNTY SD,102.0,7,14,123,2018,Jan,01-2018_clean.csv,
VENTURA COUNTY,CSU CHANNEL ISLANDS PD,13.0,0,6,19,2018,Jan,01-2018_clean.csv,
VENTURA COUNTY,OXNARD PD,221.0,8,20,249,2018,Jan,01-2018_clean.csv,
VENTURA COUNTY,PORT HUENEME PD,22.0,5,5,32,2018,Jan,01-2018_clean.csv,
VENTURA COUNTY,SANTA PAULA PD,31.0,16,6,53,2018,Jan,01-2018_clean.csv,
VENTURA COUNTY,SIMI VALLEY PD,121.0,2,16,139,2018,Jan,01-2018_clean.csv,
VENTURA COUNTY,VENTURA COUNTY CCD PD,16.0,1,0,17,2018,Jan,01-2018_clean.csv,
VENTURA COUNTY,VENTURA COUNTY DA,47.0,0,0,47,2018,Jan,01-2018_clean.csv,
VENTURA COUNTY,VENTURA COUNTY SD,731.0,14,39,784,2018,Jan,01-2018_clean.csv,
VENTURA COUNTY,VENTURA PD,128.0,0,14,142,2018,Jan,01-2018_clean.csv,
YOLO COUNTY,DAVIS PD,56.0,1,14,71,2018,Jan,01-2018_clean.csv,
YOLO COUNTY,UC DAVIS PD,46.0,0,9,55,2018,Jan,01-2018_clean.csv,
YOLO COUNTY,WEST SACRAMENTO PD,70.0,4,0,74,2018,Jan,01-2018_clean.csv,
YOLO COUNTY,WINTERS PD,11.0,2,1,14,2018,Jan,01-2018_clean.csv,
YOLO COUNTY,WOODLAND PD,64.0,0,0,64,2018,Jan,01-2018_clean.csv,
YOLO COUNTY,YOLO COUNTY COMM EMER,0.0,0,32,32,2018,Jan,01-2018_clean.csv,
YOLO COUNTY,YOLO COUNTY DA,14.0,0,0,14,2018,Jan,01-2018_clean.csv,
YOLO COUNTY,YOLO COUNTY SD,86.0,6,0,92,2018,Jan,01-2018_clean.csv,
YUBA COUNTY,MARYSVILLE PD,17.0,11,8,36,2018,Jan,01-2018_clean.csv,
YUBA COUNTY,WHEATLAND PD,7.0,4,0,11,2018,Jan,01-2018_clean.csv,
YUBA COUNTY,YUBA COUNTY DA,2.0,0,0,2,2018,Jan,01-2018_clean.csv,
YUBA COUNTY,YUBA COUNTY SD,63.0,24,10,97,2018,Jan,01-2018_clean.csv,
YUBA COUNTY,YUBA COMMUNITY COLL DIST PD,4.0,0,0,4,2018,Jan,01-2018_clean.csv,
ALAMEDA COUNTY,ALAMEDA COUNTY SD/CORONER,941.0,19,32,992,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,ALAMEDA PD,78.0,0,17,95,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,ALBANY PD,22.0,3,7,32,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,AMTRAK PD,32.0,0,0,32,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,BAY AREA RAPID TRANSIT PD,181.0,0,17,198,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,BERKELEY PD,155.0,16,31,202,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,CSU EAST BAY PD,14.0,0,4,18,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,EAST BAY REG PARK DPS,62.0,3,15,80,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,EMERYVILLE PD,40.0,0,11,51,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,FREMONT PD,179.0,6,30,215,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,HAYWARD PD,169.0,25,30,224,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,LIVERMORE PD,87.0,5,20,112,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,NEWARK PD,53.0,3,13,69,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,OAKLAND CITY HOUSING AUTH PD,26.0,3,0,29,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,OAKLAND PD,741.0,7,68,816,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,OAKLAND USD PD,13.0,0,0,13,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,OHLONE CCD PD,2.0,0,0,2,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,PIEDMONT PD,17.0,6,7,30,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,PLEASANTON PD,78.0,1,17,96,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,SAN LEANDRO PD,85.0,0,15,100,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,UC BERKELEY PD,48.0,0,10,58,2019,Jan,01-2019_clean.csv,
ALAMEDA COUNTY,UNION CITY PD,73.0,0,1,74,2019,Jan,01-2019_clean.csv,
ALPINE COUNTY,ALPINE COUNTY SD,13.0,1,1,15,2019,Jan,01-2019_clean.csv,
AMADOR COUNTY,AMADOR COUNTY DA,8.0,0,0,8,2019,Jan,01-2019_clean.csv,
AMADOR COUNTY,AMADOR COUNTY SD/CORONER,43.0,2,12,57,2019,Jan,01-2019_clean.csv,
AMADOR COUNTY,IONE PD,7.0,3,0,10,2019,Jan,01-2019_clean.csv,
AMADOR COUNTY,JACKSON PD,7.0,7,0,14,2019,Jan,01-2019_clean.csv,
AMADOR COUNTY,SUTTER CREEK PD,4.0,3,0,7,2019,Jan,01-2019_clean.csv,
BUTTE COUNTY,BUTTE CCD PD,5.0,0,0,5,2019,Jan,01-2019_clean.csv,
BUTTE COUNTY,BUTTE COUNTY DA,19.0,0,0,19,2019,Jan,01-2019_clean.csv,
BUTTE COUNTY,BUTTE COUNTY SD/CORONER,181.0,31,17,229,2019,Jan,01-2019_clean.csv,
BUTTE COUNTY,CHICO PD,93.0,0,22,115,2019,Jan,01-2019_clean.csv,
BUTTE COUNTY,CSU CHICO PD,15.0,0,5,20,2019,Jan,01-2019_clean.csv,
BUTTE COUNTY,GRIDLEY PD,13.0,6,8,27,2019,Jan,01-2019_clean.csv,
BUTTE COUNTY,OROVILLE PD,19.0,5,7,31,2019,Jan,01-2019_clean.csv,
BUTTE COUNTY,PARADISE PD,22.0,0,10,32,2019,Jan,01-2019_clean.csv,
CALAVERAS COUNTY,ANGELS CAMP PD,4.0,0,0,4,2019,Jan,01-2019_clean.csv,
CALAVERAS COUNTY,CALAVERAS COUNTY DA,1.0,0,0,1,2019,Jan,01-2019_clean.csv,
CALAVERAS COUNTY,CALAVERAS COUNTY SD,48.0,4,10,62,2019,Jan,01-2019_clean.csv,
COLUSA COUNTY,COLUSA COUNTY DA,4.0,0,0,4,2019,Jan,01-2019_clean.csv,
COLUSA COUNTY,COLUSA COUNTY SD,31.0,1,7,39,2019,Jan,01-2019_clean.csv,
COLUSA COUNTY,COLUSA PD,7.0,1,0,8,2019,Jan,01-2019_clean.csv,
COLUSA COUNTY,WILLIAMS PD,9.0,0,0,9,2019,Jan,01-2019_clean.csv,
CONTRA COSTA COUNTY,ANTIOCH PD,99.0,3,16,118,2019,Jan,01-2019_clean.csv,
CONTRA COSTA COUNTY,BRENTWOOD PD,65.0,0,0,65,2019,Jan,01-2019_clean.csv,
CONTRA COSTA COUNTY,CLAYTON PD,12.0,0,0,12,2019,Jan,01-2019_clean.csv,
CONTRA COSTA COUNTY,CONCORD PD,143.0,7,16,166,2019,Jan,01-2019_clean.csv,
CONTRA COSTA COUNTY,CONTRA COSTA CCD PD,22.0,0,0,22,2019,Jan,01-2019_clean.csv,
CONTRA COSTA COUNTY,CONTRA COSTA COUNTY DA,27.0,0,0,27,2019,Jan,01-2019_clean.csv,
CONTRA COSTA COUNTY,CONTRA COSTA COUNTY SD/CORONER,640.0,28,48,716,2019,Jan,01-2019_clean.csv,
CONTRA COSTA COUNTY,EL CERRITO PD,39.0,2,0,41,2019,Jan,01-2019_clean.csv,
CONTRA COSTA COUNTY,HERCULES PD,22.0,2,0,24,2019,Jan,01-2019_clean.csv,
CONTRA COSTA COUNTY,KENSINGTON PD,7.0,1,0,8,2019,Jan,01-2019_clean.csv,
CONTRA COSTA COUNTY,MARTINEZ PD,32.0,5,8,45,2019,Jan,01-2019_clean.csv,
CONTRA COSTA COUNTY,MORAGA PD,11.0,4,0,15,2019,Jan,01-2019_clean.csv,
